camaraPk	senadoId	nome	codinomes	uf	UFNasc	partidoAtual	outrosPartidos	profissoes	cargos	legislaturas	excelenciasorg	veja	politicosorg	wiki	curriculo	foto	urlCamara	outros
178949		Zenaide Maia Calado Pereira Dos Santos	Zenaide Maia		PB		PR	Médica		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178949	
178950		Antonio Jacome de Lima Junior	Antônio Jácome		PB		PMN,PTN	Advogado(a),médico(a),teólogo		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178950	
178951		Rafael Huete da Motta	Rafael Motta		RN		PROS	Engenheiro		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178951	
178952		Walter Pereira Alves	Walter Alves		RN		PTB,PMDB,PSC,PP,PHS,PEN	Administrador		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178952	
178953		Expedito Goncalves Ferreira Netto	Expedito Netto		RO		SD,PSD			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178953	
178954		Lucio Antonio Mosquini	Lucio Mosquini		MT		PEN	Engenheiro Eletricista		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178954	
178955		Luiz Claudio Pereira Alves	Luiz Cláudio		PE		PTN	Professor(a),técnico Agrícola		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178955	
178956		Mariana Fonseca Ribeiro Carvalho de Moraes	Mariana Carvalho		SP		PSDB	Bacharela Em Direito,médica		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178956	
178957		Abel Salvador Mesquita Junior	Abel Mesquita Jr.		RR		PMB	Empresário		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178957	
178960		Remidio Monai Montessi	Remídio Monai		PR		PR			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178960	
178961		Shéridan Estérfany Oliveira de Anchieta	Shéridan		RR		PSDB	Psicóloga		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178961	
178962		Antonio Carlos Gomes da Silva	Carlos Gomes		BA		PTN,PMN,PSDC,PRTB,PTC,PSL,PTdoB			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178962	
178963		Luis Antonio Franciscatto Covatti	Covatti Filho		RS		PP,PHS			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178963	
178964		Heitor Jose Schuch	Heitor Schuch		RS		PSB	Agricultor Familiar		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178964	
178965		Joao Derly de Oliveira Nunes Junior	João Derly		RS		REDE			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178965	
178966		Geovania de Sa Rodrigues	Geovania De Sá		SC		PSDB	Administradora de Empresas		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178966	
178967		Joao Paulo Karam Kleinubing			SC		DEM,PSD								Arquivo 7, p. 4		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178967	
178969		Fabio Cruz Mitidieri	Fábio Mitidieri		SE		PSD			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178969	
178970		Joao Somariva Daniel	João Daniel		SC		PT	Agricultor		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178970	
178971		Jony Marcos de Souza Araujo	Jony Marcos		MS		PRB	Radialista		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178971	
178972		Alex Spinelli Manente	Alex Manente		SP		PPS	Bacharel Em Direito		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178972	
178973		Ana Lucia Lippaus Perugini	Ana Perugini		ES		PT	Advogada		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178973	
178974		Andres Navarro Sanchez	Andres Sanchez		SP		PT	Administrador		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178974	
178975		Luiz Felipe Baleia Tenuto Rossi	Baleia Rossi		SP		PTB,PMDB,PSC,PP,PHS,PEN	Empresário		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178975	
178976		Bruno Covas Lopes	Bruno Covas		SP		PSDB	Advogado(a),economista		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178976	
178977		Eduardo Pedrosa Cury	Eduardo Cury		SP		PSDB	Engenheiro Mecânico		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178977	
178978		Flavio Augusto da Silva	Flavinho		SP		PSB	Apresentador de Televisão,cantor,compositor,empresário,escritor,locutor		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178978	
178979		Antonio Floriano Pereira Pesaro			SP		PSDB								Arquivo 7, p. 4		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178979	
178980		Antonio Goulart Dos Reis	Goulart		MG		PMDB,PSD	Empresário		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178980	
178981		Herculano Castilho Passos Junior	Herculano Passos		SP		PR,PSD,PROS,PSD,PV	Empresário		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178981	
178982		Luiz Lauro Ferreira Filho	Luiz Lauro Filho		SP		PSB	Publicitário		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178982	
178983		Marcio Luiz Alvino de Souza	Marcio Alvino		SP		PR	Administrador		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178983	
178984		Miguel Moubadda Haddad	Miguel Haddad		SP		PSDB	Advogado(a)		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178984	
178985		Miguel Lombardi	Miguel Lombardi		SP		PR	Corretor de Imóveis		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178985	
178986		Nilto Ignacio Tatto	Nilto Tatto		RS		PT	Coordenador de Projetos		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178986	
178987		Orlando Silva de Jesus Junior	Orlando Silva		BA		PCdoB	Superior Incompleto		55		http://veja.abril.com.br/infograficos/rede-escandalos/perfil/orlando-silva.shtml?scrollto=conteudo-rede					http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178987	
178988		Joao Paulo Tavares Papa	João Paulo Papa		SP		PMDB,PSDB	Engenheiro,professor(a)		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178988	
178989		Renata Hellmeister de Abreu	Renata Abreu		SP		PRB,PTN,PTdoB,PSL	Advogada		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178989	
178990		Samuel Moreira da Silva Junior			MG		PSDB								Arquivo 7, p. 4		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178990	
178991		Sergio Bavini	Sérgio Reis		SP		PRB	Cantor		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178991	
178992		Vitor Lippi	Vitor Lippi		SP		PSDB	Médico(a)		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178992	
178993		Carlos Henrique Amorim	Carlos Henrique Gaguim		GO		PMB,PTN			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178993	
178994		Dulce Ferreira Pagani Miranda	Dulce Miranda		MG		PMDM,PP,PHS,PEN,PEN			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178994	
178996		Giovani Batista Feltes			RS										Arquivo 7, p. 4		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178996	
178997		Moses Haendel Melo Rodrigues	Moses Rodrigues		CE		PMDB,PPS	Administrador,professor de Geografia,professor de História		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178997	
178999		Bruniele Ferreira Gomes	Brunny		MG		PTC,PMB,PR			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=178999	
179000		Marcelo Henrique Teixeira Dias	Marcelo Álvaro Antônio		MG		PMB,PR	Empresário		55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=179000	
179924		Márcio Carlos Marinho	Márcio Marinho		RJ		PL,PR	Radialista		53,54,55						http://www.camara.gov.br/internet/deputado/bandep/150418.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=179924&tipo=0	
180306		Ricardo Quirino Dos Santos	Ricardo Quirino		DF			Radialista e Pastor Evangélico		53,54						http://www.camara.gov.br/internet/deputado/bandep/150634.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=180306&tipo=0	
180367		Marcio Alessandro Flexa de Oliveira	Alessandro Sabino		PA		PMDB	Empresário		53						http://www.camara.gov.br/internet/deputado/bandep/150635.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=180367&tipo=0	
180545		Osmar Stuart Bertoldi			PR										Arquivo 7, p. 4		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=180545	
180549		Eduardo Alves de Moura	Eduardo Moura		RJ		PPS	Agropecuarista e Economista		53						http://www.camara.gov.br/internet/deputado/bandep/150876.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=180549&tipo=0	
181053		Laercio José de Oliveira	Laercio Oliveira		PE		PR,SD	Administrador de Empresas		53,54,55						http://www.camara.gov.br/internet/deputado/bandep/151208.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=181053&tipo=0	
181067		Ronaldo de Brito Leite	Ronaldo Leite		AM		PHS	Tabelião e Piscicultor		53						http://www.camara.gov.br/internet/deputado/bandep/151214.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=181067&tipo=0	
181225		José Edmar de Castro Cordeiro	José Edmar		GO			Comerciante		53						http://www.camara.gov.br/internet/deputado/bandep/151249.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=181225&tipo=0	
181315		Marcos da Rocha Mendes	Marquinho Mendes		RJ		PMDB			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=181315	
181316		Elizeu Dionizio Souza da Silva	Elizeu Dionizio		ES		SD			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=181316	
184244		José Vieira Lins	Zé Vieira		PB		PP,PR,PROS	Pecuarista e Empresário		53,54						http://www.camara.gov.br/internet/deputado/bandep/152607.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184244&tipo=0	
184245		Benedito Roberto Alves Ferreira	Roberto Alves		SP		PTB,PRB	Gestor Público		53,55						http://www.camara.gov.br/internet/deputado/bandep/152610.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184245&tipo=0	
184246		Glauber de Medeiros Braga	Glauber Braga		RJ		PSOL	Bacharel em Direito		53,54,55						http://www.camara.gov.br/internet/deputado/bandep/152605.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184246&tipo=0	
184247		Fernando Antônio do Nascimento	Fernando Nascimento		PE		PCB,PT	Professor e Gráfico		53						http://www.camara.gov.br/internet/deputado/bandep/152608.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184247&tipo=0	
184249		Elizeu Morais de Aguiar	Elizeu Aguiar		PI		PTB	Empresário		53						http://www.camara.gov.br/internet/deputado/bandep/152609.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184249&tipo=0	
184250		Lucínio Castelo de Assumção	Capitão Assumção		ES		PT,PSB	Superior		53						http://www.camara.gov.br/internet/deputado/bandep/152606.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184250&tipo=0	
184251		Antonio Carlos Ramos	Antonio Carlos Chamariz		AL		PSC,PRONA,PTB	Comerciante		53						http://www.camara.gov.br/internet/deputado/bandep/152611.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184251&tipo=0	
184344		Rodrigo Bethlem Fernandes	Rodrigo Bethlem		RJ		PMDB			53,54						http://www.camara.gov.br/internet/deputado/bandep/152865.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184344&tipo=0	
184887		Emília Therezinha Xavier Fernandes	Emilia Fernandes		RS			Professora		53						http://www.camara.gov.br/internet/deputado/bandep/153384.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=184887&tipo=0	
185236		Milton Vieira Pinto	Milton Vieira				PFL	Comerciante		53						http://www.camara.gov.br/internet/deputado/bandep/154178.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185236&tipo=0	
185351		Jairo Paes de Lira	Paes De Lira		SP		PTC	Administrador de Empresas e Coronel da Polícia Militar		53						http://www.camara.gov.br/internet/deputado/bandep/154417.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185351&tipo=0	
185500		Deoclides Antonio Santos Neto Macedo			MA										Arquivo 7, p. 4		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=185500	
185678		Fernando Chiarelli	Fernando Chiarelli		SP			Professor		53						http://www.camara.gov.br/internet/deputado/bandep/154734.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185678&tipo=0	
185705		José Carlos Stangarlini	José C. Stangarlini				PSDB	Advogado		53						http://www.camara.gov.br/internet/deputado/bandep/154739.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185705&tipo=0	
185815		Eleuses Vieira de Paiva	Eleuses Paiva		SP		PSD	Médico e Professor Universitário		53,54						http://www.camara.gov.br/internet/deputado/bandep/154919.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185815&tipo=0	
185908		Wilson Picler	Wilson Picler		PR		PDT	Professor Universitário e Empresário		53						http://www.camara.gov.br/internet/deputado/bandep/154996.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185908&tipo=0	
185921		Emiliano José da Silva Filho	Emiliano José		SP		PT	Jornalista e Professor Universitário		53,54						http://www.camara.gov.br/internet/deputado/bandep/154997.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=185921&tipo=0	
186775		Franklin Roberto de Lima Souza	Franklin Lima		SP		PTdoB,PMB,PTdoB,PP			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=186775	
186780		Antonio Geraldo de Souza Henriques Filho	Geraldinho		RS		PSDB,PT,PSOL	Superior		53						http://www.camara.gov.br/internet/deputado/bandep/155920.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=186780&tipo=0	
187008		Silas Freire Pereira E Silva	Silas Freire		PI		PR			55							http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=187008	
187186		Bene André Camacho Araújo	Bene Camacho		MA			Superior		53						http://www.camara.gov.br/internet/deputado/bandep/156634.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=187186&tipo=0	
187315		Charles Cozzolino	Charles Cozzolino							53						http://www.camara.gov.br/internet/deputado/bandep/157225.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=187315&tipo=0	
188051		Francisco Tarquinio Daltro	Chico Daltro		MT		PP	Advogado e Bancário		53						http://www.camara.gov.br/internet/deputado/bandep/158328.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=188051&tipo=0	
188097		Merlong Solano Nogueira			PI		PT								Arquivo 7, p. 4		http://www2.camara.leg.br/deputados/pesquisa/layouts_deputados_biografia?pk=188097	
189028		Angelo Crema Marzola Júnior	Júnior Marzola		MG					53						http://www.camara.gov.br/internet/deputado/bandep/159058.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189028&tipo=0	
97752		José Linhares Ponte	José Linhares		CE		PDC,PST,PPB,PP	Padre		52,53,54				pt.wikipedia.org/wiki/José_Linhares	Improbidade Administrativa	http://www.camara.gov.br/internet/deputado/bandep/74297.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97752&tipo=0	
189030		Sebastião Sibá Machado Oliveira	Sibá Machado		PI		PT	Geógrafo		54,55						http://www.camara.gov.br/internet/deputado/bandep/160613.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189030&tipo=0	
189031		Taumaturgo Lima Cordeiro	Taumaturgo Lima		AC		PT	Bancário e Auditor-fiscal		54						http://www.camara.gov.br/internet/deputado/bandep/160679.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189031&tipo=0	
189032		Célia Maria Barbosa Rocha	Celia Rocha		AL		PTB,PSDB,PFL	Médica		54						http://www.camara.gov.br/internet/deputado/bandep/160624.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189032&tipo=0	
189033		José Renan Vasconcelos Calheiros Filho	Renan Filho		AL		PMDB	Economista		54		http://veja.abril.com.br/infograficos/rede-escandalos/perfil/renan-filho.shtml?scrollto=conteudo-rede				http://www.camara.gov.br/internet/deputado/bandep/160623.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189033&tipo=0	
189034		Roseane Cavalcante de Freitas	Rosinha Da Adefal		AL		PTdoB	Funcionário Público Federal		54					Roseane Cavalcanti de Freitas Estrela. Secretária especial dos Direitos da Pessoa com Deficiência do Ministério da Justiça e Cidadania<a href=http://www.alagoas24horas.com.br/982583/rosinha-da-adefal-e-nomeada-para-secretaria-governo-interino-de-temer/>&nbsp;</a><a href=http://gazetaweb.globo.com/portal/noticia.php?c=12352>http://gazetaweb.globo.com/portal/noticia.php?c=12352</a>	http://www.camara.gov.br/internet/deputado/bandep/146949.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189034&tipo=0	
189035		Rui Soares Palmeira	Rui Palmeira		AL			Advogado		54						http://www.camara.gov.br/internet/deputado/bandep/76420.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189035&tipo=0	
189036		José Henrique Oliveira	Henrique Oliveira		SC		PP,PR,SD	Radialista, Apresentador de Televisão e Comunicador		54						http://www.camara.gov.br/internet/deputado/bandep/68731.jpg	http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=189036&tipo=0	
